x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5069027543067932,0.6162964105606079,-1.0466939102116157e-06,0.4107256531715393,0.5431232452392578,-0.02646404691040516,0.3529725968837738,0.39607712626457214,-0.03324032574892044,0.3389720320701599,0.27735888957977295,-0.039347440004348755,0.32006770372390747,0.1769474595785141,-0.04039109870791435,0.42545318603515625,0.2752082645893097,-0.007980835624039173,0.39634692668914795,0.2859594225883484,-0.04826037213206291,0.4082895815372467,0.3847131133079529,-0.07530679553747177,0.41942209005355835,0.4681810736656189,-0.08575838059186935,0.4857109487056732,0.267822265625,-0.0076873512007296085,0.44863420724868774,0.30425113439559937,-0.048049405217170715,0.45751720666885376,0.41040554642677307,-0.06293564289808273,0.4690117835998535,0.5005884766578674,-0.0619567446410656,0.5410836338996887,0.2864820957183838,-0.013660152442753315,0.5027151703834534,0.33809375762939453,-0.0517873540520668,0.5041884183883667,0.44060200452804565,-0.046988680958747864,0.5103929042816162,0.5243786573410034,-0.031197218224406242,0.592815637588501,0.321776419878006,-0.022893983870744705,0.556671679019928,0.35577642917633057,-0.04928434267640114,0.5469254851341248,0.4323485493659973,-0.044053856283426285,0.549254298210144,0.4905226230621338,-0.029588667675852776,A
0.5008562207221985,0.594426155090332,-1.0516170050323126e-06,0.40291544795036316,0.521013617515564,-0.021178599447011948,0.34797579050064087,0.37054598331451416,-0.02603946439921856,0.3350032567977905,0.2527751624584198,-0.030730538070201874,0.317595899105072,0.15735283493995667,-0.030880345031619072,0.42571374773979187,0.258415549993515,-0.003396296175196767,0.3873887360095978,0.2638729214668274,-0.037126731127500534,0.40113550424575806,0.35976845026016235,-0.059658654034137726,0.4182421863079071,0.43887266516685486,-0.06838022917509079,0.48468276858329773,0.2539009153842926,-0.006148181390017271,0.43778660893440247,0.2824580669403076,-0.04107075557112694,0.4479708671569824,0.3847047686576843,-0.054345887154340744,0.46036070585250854,0.4728306531906128,-0.05369936674833298,0.539442777633667,0.27260851860046387,-0.014314127154648304,0.4885212182998657,0.3120175004005432,-0.04856759309768677,0.4931294918060303,0.4115070104598999,-0.043312087655067444,0.5032529830932617,0.4941726624965668,-0.028696564957499504,0.5930114984512329,0.30485761165618896,-0.025066697970032692,0.5409443974494934,0.3201742172241211,-0.04967737942934036,0.5315006375312805,0.3976222276687622,-0.04267682880163193,0.5369239449501038,0.46189287304878235,-0.02785627916455269,A
0.5026557445526123,0.5814971327781677,-1.010505911835935e-06,0.40407297015190125,0.5045137405395508,-0.019389765337109566,0.3483501672744751,0.3546906113624573,-0.02303900010883808,0.33546343445777893,0.23761208355426788,-0.028069619089365005,0.31830739974975586,0.14266277849674225,-0.028952928259968758,0.42067474126815796,0.24932467937469482,0.006251498591154814,0.3847368359565735,0.24223332107067108,-0.030544189736247063,0.3973999619483948,0.33717629313468933,-0.05686156079173088,0.41490164399147034,0.4167110025882721,-0.06737847626209259,0.4787302017211914,0.24572715163230896,0.0022813102696090937,0.4345703125,0.2608448266983032,-0.035378772765398026,0.44427016377449036,0.3643268048763275,-0.05104785040020943,0.4576827883720398,0.45347410440444946,-0.05076199024915695,0.533470630645752,0.26285794377326965,-0.008002868853509426,0.4840591847896576,0.28927892446517944,-0.045518431812524796,0.4889322519302368,0.3915491998195648,-0.041319169104099274,0.5008043050765991,0.4770890474319458,-0.025636285543441772,0.5873777866363525,0.29262176156044006,-0.020735545083880424,0.5338298678398132,0.2974012494087219,-0.04729236662387848,0.5256859660148621,0.3755713701248169,-0.0400322824716568,0.5337148308753967,0.44236862659454346,-0.02397519163787365,A
0.49888235330581665,0.5684887766838074,-1.0194318065259722e-06,0.4021140933036804,0.4965050518512726,-0.02156381495296955,0.347379207611084,0.34801146388053894,-0.025793999433517456,0.33569735288619995,0.2288767695426941,-0.031362440437078476,0.3187660574913025,0.13242822885513306,-0.03254630044102669,0.41757944226264954,0.24290767312049866,0.006417135242372751,0.38125988841056824,0.23060472309589386,-0.031955536454916,0.39509317278862,0.32997533679008484,-0.05790764465928078,0.4127713143825531,0.4121951162815094,-0.06754221767187119,0.4771568775177002,0.23980170488357544,0.003633372951298952,0.4325631260871887,0.24193376302719116,-0.03650074079632759,0.44204452633857727,0.34909117221832275,-0.051067255437374115,0.45465755462646484,0.43849295377731323,-0.04897173121571541,0.5317302346229553,0.25564634799957275,-0.006100472062826157,0.4830990731716156,0.2727845311164856,-0.04575783386826515,0.48626866936683655,0.37882497906684875,-0.04018080234527588,0.4964143931865692,0.46244171261787415,-0.022676201537251472,0.5844401121139526,0.2837236225605011,-0.018242785707116127,0.5337631106376648,0.2849581837654114,-0.043936699628829956,0.5255419015884399,0.3641727566719055,-0.03539958596229553,0.5336192846298218,0.4262944459915161,-0.018605604767799377,A
0.4974806010723114,0.5569028854370117,-1.0045783938039676e-06,0.4024595320224762,0.48730987310409546,-0.02076018415391445,0.3479134738445282,0.33708298206329346,-0.024321921169757843,0.33607810735702515,0.219253808259964,-0.029461679980158806,0.3200894594192505,0.12509821355342865,-0.030180199071764946,0.4169112741947174,0.23641809821128845,0.006225963588804007,0.38325297832489014,0.221162348985672,-0.03216063976287842,0.3971768021583557,0.3200008273124695,-0.05756266787648201,0.4138849675655365,0.4016498327255249,-0.06667879223823547,0.4756079614162445,0.23489633202552795,0.002988839289173484,0.43363189697265625,0.23044167459011078,-0.03700890764594078,0.4426436722278595,0.33586421608924866,-0.05114622786641121,0.45380669832229614,0.42504188418388367,-0.048548877239227295,0.5300174355506897,0.25033122301101685,-0.007156004663556814,0.4834348261356354,0.26210081577301025,-0.04615243896842003,0.48651963472366333,0.3670094609260559,-0.04091881960630417,0.49556511640548706,0.45064711570739746,-0.023658644407987595,0.5828937888145447,0.27680379152297974,-0.019689232110977173,0.533677875995636,0.27604779601097107,-0.04485802352428436,0.5259999632835388,0.3528915345668793,-0.03683306649327278,0.5339072346687317,0.41435930132865906,-0.02051774226129055,A
0.497971773147583,0.5470091104507446,-9.97932261270762e-07,0.40234267711639404,0.47611603140830994,-0.020095184445381165,0.3482818305492401,0.324382483959198,-0.022991081699728966,0.33826369047164917,0.20715667307376862,-0.02724495716392994,0.32151085138320923,0.11506906151771545,-0.027518287301063538,0.41693249344825745,0.23001453280448914,0.0038960326928645372,0.38567471504211426,0.2157290130853653,-0.03344785049557686,0.3980908989906311,0.31249547004699707,-0.05826892331242561,0.4126768708229065,0.3935251832008362,-0.06709736585617065,0.4758628308773041,0.2296440601348877,0.0007927633705548942,0.4348800778388977,0.2268187701702118,-0.03809049353003502,0.4429818093776703,0.3296376168727875,-0.05215142294764519,0.45413461327552795,0.4184042811393738,-0.04977325722575188,0.5301489233970642,0.2456967830657959,-0.008765408769249916,0.48558324575424194,0.26024147868156433,-0.04657907038927078,0.488052099943161,0.36176547408103943,-0.04175441339612007,0.49665310978889465,0.4429458677768707,-0.02511618658900261,0.5816491842269897,0.2723362147808075,-0.020552877336740494,0.5348334312438965,0.2733582854270935,-0.04464268311858177,0.5284199714660645,0.3499450981616974,-0.0362396240234375,0.5370611548423767,0.4103480279445648,-0.019915416836738586,A
0.5024422407150269,0.5468540787696838,-1.0224863444818766e-06,0.40967661142349243,0.47812849283218384,-0.02202635072171688,0.35372528433799744,0.32652950286865234,-0.025440506637096405,0.34177297353744507,0.20868004858493805,-0.029231693595647812,0.326086163520813,0.11513787508010864,-0.028556551784276962,0.4165825843811035,0.22315183281898499,0.00040256924694404006,0.38819459080696106,0.21406881511211395,-0.03786647319793701,0.401696115732193,0.3121325671672821,-0.06249978020787239,0.41673630475997925,0.3953523635864258,-0.07095960527658463,0.47525379061698914,0.22127947211265564,-0.001225068117491901,0.43775689601898193,0.2260129302740097,-0.04072160646319389,0.4464198648929596,0.32943519949913025,-0.05445593222975731,0.4581807255744934,0.41827523708343506,-0.051910873502492905,0.5298360586166382,0.2374907284975052,-0.00925586000084877,0.4879944920539856,0.2638609707355499,-0.047714963555336,0.491788387298584,0.3651812672615051,-0.04290294274687767,0.5004721879959106,0.4457155466079712,-0.026386797428131104,0.5811988115310669,0.2651689052581787,-0.019745979458093643,0.5371593236923218,0.27767422795295715,-0.0456404909491539,0.5318828225135803,0.3553887605667114,-0.03857896104454994,0.540231466293335,0.41524696350097656,-0.022854793816804886,A
0.5048312544822693,0.5485851764678955,-1.0696941217247513e-06,0.4143539071083069,0.4813571572303772,-0.020479941740632057,0.358023464679718,0.3308715224266052,-0.023362470790743828,0.3458694517612457,0.213413268327713,-0.026849953457713127,0.33262333273887634,0.11951795220375061,-0.025935323908925056,0.4240395426750183,0.222804993391037,0.00107773975469172,0.39413437247276306,0.2164606750011444,-0.03460003063082695,0.40729907155036926,0.3161521852016449,-0.05739996209740639,0.4224676489830017,0.3990417420864105,-0.06529558449983597,0.48238882422447205,0.22251376509666443,-0.0011525442823767662,0.4437379539012909,0.2284700572490692,-0.037774644792079926,0.45229971408843994,0.3327593207359314,-0.05006992071866989,0.4633715748786926,0.42059001326560974,-0.04755066707730293,0.5370469689369202,0.24040989577770233,-0.00933838915079832,0.4935009479522705,0.2646741569042206,-0.045462604612112045,0.49660900235176086,0.36580535769462585,-0.03938348963856697,0.5049182772636414,0.44555002450942993,-0.023132383823394775,0.5891929864883423,0.269756942987442,-0.019816789776086807,0.5441747307777405,0.2781996428966522,-0.04379856958985329,0.5375545024871826,0.35474032163619995,-0.03550751507282257,0.545352578163147,0.4143458902835846,-0.01974964328110218,A
0.5084325075149536,0.5475541353225708,-1.0452206424815813e-06,0.41711923480033875,0.4812084436416626,-0.021230895072221756,0.3618152439594269,0.32802078127861023,-0.02376980520784855,0.3498033881187439,0.21125294268131256,-0.02655264176428318,0.33261486887931824,0.1195274293422699,-0.024861682206392288,0.4270052909851074,0.22487881779670715,0.0003368750913068652,0.396625816822052,0.21755549311637878,-0.03469175472855568,0.41068214178085327,0.31740137934684753,-0.057601913809776306,0.42635318636894226,0.3988357186317444,-0.06598369777202606,0.4856736958026886,0.22526231408119202,-0.0013795237755402923,0.4467196762561798,0.2310466170310974,-0.037321463227272034,0.4573685824871063,0.33530205488204956,-0.04950086399912834,0.46983715891838074,0.4212547540664673,-0.04734456539154053,0.5408163070678711,0.24402548372745514,-0.009061817079782486,0.4982767105102539,0.2605084776878357,-0.04410400614142418,0.5020806789398193,0.36123329401016235,-0.03762287274003029,0.5106622576713562,0.44067421555519104,-0.02171511948108673,0.5938853025436401,0.2736569344997406,-0.019160669296979904,0.5484829545021057,0.27621832489967346,-0.04316357150673866,0.5411614179611206,0.352961003780365,-0.03513822704553604,0.5486220717430115,0.41256648302078247,-0.019870910793542862,A
0.5113088488578796,0.5502393245697021,-1.059002443071222e-06,0.419861763715744,0.4825498163700104,-0.023646507412195206,0.36431875824928284,0.3288215398788452,-0.027545055374503136,0.3518480956554413,0.2099197953939438,-0.031054662540555,0.3341069221496582,0.11560000479221344,-0.029915885999798775,0.42991018295288086,0.22288614511489868,-0.002992418594658375,0.39957043528556824,0.2176424115896225,-0.04027104005217552,0.4128289818763733,0.3176972568035126,-0.064045749604702,0.4273771643638611,0.40127864480018616,-0.0724647045135498,0.48889583349227905,0.22212888300418854,-0.0037613939493894577,0.4492855966091156,0.23201681673526764,-0.04221540689468384,0.45886924862861633,0.33684298396110535,-0.0551762618124485,0.4707394540309906,0.4250093698501587,-0.052917033433914185,0.5438774824142456,0.2406984269618988,-0.010758434422314167,0.5006722807884216,0.26712822914123535,-0.04813048616051674,0.504339873790741,0.36866700649261475,-0.04248736798763275,0.5129411220550537,0.448569118976593,-0.026375452056527138,0.5960991978645325,0.2704598307609558,-0.020315740257501602,0.5504571199417114,0.2809329330921173,-0.04602997004985809,0.5434912443161011,0.36035722494125366,-0.038816992193460464,0.5513906478881836,0.4208044409751892,-0.023482348769903183,A
